Account,Month,Actuals,Budget,Forecast,Budget Variance,Forecast Variance
Janitorial Services,2023-12-01,,31378.0,-81.0,,
Landscaping,2022-01-01,0.0,3661.5,0.0,-3661.5,0.0
Landscaping,2022-02-01,2014.0,0.0,2014.0,2014.0,0.0
Landscaping,2022-03-01,0.0,0.0,0.0,0.0,0.0
Landscaping,2022-04-01,400.0,0.0,400.0,400.0,0.0
Landscaping,2022-05-01,607.0,0.0,607.0,607.0,0.0
Landscaping,2022-06-01,0.0,0.0,0.0,0.0,0.0
Landscaping,2022-07-01,-782.0,1964.99,0.0,-2746.99,-782.0
Landscaping,2022-08-01,6316.33,0.0,7015.33,6316.33,-699.0
Landscaping,2022-09-01,2054.33,13898.09,2685.33,-11843.76,-631.0
Landscaping,2022-10-01,-912.3299999999999,225.0,335.67,-1137.33,-1248.0
Landscaping,2022-11-01,-4730.16,195.0,-1766.16,-4925.16,-2964.0
Landscaping,2022-12-01,-814.0,0.0,0.0,-814.0,-814.0
Landscaping,2023-01-01,83.92,0.0,83.92,83.92,0.0
Landscaping,2023-02-01,-335.67,1802.53,-335.67,-2138.2,0.0
Landscaping,2023-03-01,0.0,0.0,0.0,0.0,0.0
Landscaping,2023-04-01,2014.0,358.0,2014.0,1656.0,0.0
Landscaping,2023-05-01,0.0,543.27,0.0,-543.27,0.0
Landscaping,2023-06-01,2014.0,0.0,2014.0,2014.0,0.0
Landscaping,2023-07-01,,0.0,1007.0,,
Landscaping,2023-08-01,,1803.0,-477.0,,
Landscaping,2023-09-01,,0.0,-22.0,,
Landscaping,2023-10-01,,358.0,168.0,,
Landscaping,2023-11-01,,543.0,-212.0,,
Landscaping,2023-12-01,,0.0,792.0,,
Light Bulbs/Electrical Supp.,2022-01-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2022-02-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2022-03-01,1812.33,0.0,1812.33,1812.33,0.0
Light Bulbs/Electrical Supp.,2022-04-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2022-05-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2022-06-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2022-07-01,-1091.0,0.0,0.0,-1091.0,-1091.0
Light Bulbs/Electrical Supp.,2022-08-01,1970.0,0.0,0.0,1970.0,1970.0
Light Bulbs/Electrical Supp.,2022-09-01,-824.0,0.0,0.0,-824.0,-824.0
Light Bulbs/Electrical Supp.,2022-10-01,1064.0,0.0,0.0,1064.0,1064.0
Light Bulbs/Electrical Supp.,2022-11-01,2481.0,0.0,0.0,2481.0,2481.0
Light Bulbs/Electrical Supp.,2022-12-01,2507.0,0.0,0.0,2507.0,2507.0
Light Bulbs/Electrical Supp.,2023-01-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2023-02-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2023-03-01,0.0,1622.04,0.0,-1622.04,0.0
Light Bulbs/Electrical Supp.,2023-04-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2023-05-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2023-06-01,0.0,0.0,0.0,0.0,0.0
Light Bulbs/Electrical Supp.,2023-07-01,,0.0,0.0,,
Light Bulbs/Electrical Supp.,2023-08-01,,0.0,168934.0,,
Light Bulbs/Electrical Supp.,2023-09-01,,1622.0,169312.0,,
Light Bulbs/Electrical Supp.,2023-10-01,,0.0,169245.0,,
Light Bulbs/Electrical Supp.,2023-11-01,,0.0,168673.0,,
Light Bulbs/Electrical Supp.,2023-12-01,,0.0,169131.0,,
Misc R&M,2022-01-01,13221.65,32320.98,13221.65,-19099.33,0.0
Misc R&M,2022-02-01,11839.63,32320.98,11839.63,-20481.35,0.0
Misc R&M,2022-03-01,13442.56,32320.98,13442.56,-18878.42,0.0
Misc R&M,2022-04-01,17671.6,32320.98,17671.6,-14649.380000000001,0.0
Misc R&M,2022-05-01,15539.5,32320.98,15539.5,-16781.48,0.0
Misc R&M,2022-06-01,14721.45,32320.98,14721.45,-17599.53,0.0
Misc R&M,2022-07-01,16591.76,32320.98,17473.76,-15729.220000000001,-882.0
Misc R&M,2022-08-01,15583.650000000001,32320.98,15351.65,-16737.329999999998,232.00000000000182
Misc R&M,2022-09-01,15777.63,32320.98,11362.63,-16543.35,4415.0
Misc R&M,2022-10-01,34766.92,32320.98,32826.92,2445.9399999999987,1940.0
Misc R&M,2022-11-01,21833.66,32320.98,22665.66,-10487.32,-832.0
Misc R&M,2022-12-01,33037.11,32320.98,29915.11,716.130000000001,3122.0
Misc R&M,2023-01-01,18930.62,16686.57,18930.62,2244.0499999999993,0.0
Misc R&M,2023-02-01,16625.19,16676.73,16625.19,-51.54000000000087,0.0
Misc R&M,2023-03-01,16540.31,16674.73,16540.31,-134.41999999999825,0.0
Misc R&M,2023-04-01,16956.92,16704.33,16956.92,252.5899999999965,0.0
Misc R&M,2023-05-01,19564.73,16675.49,19564.73,2889.239999999998,0.0
Misc R&M,2023-06-01,17238.0,16670.0,17238.0,568.0,0.0
Misc R&M,2023-07-01,,16687.0,15230.0,,
Misc R&M,2023-08-01,,16677.0,451.0,,
Misc R&M,2023-09-01,,16675.0,16.0,,
Misc R&M,2023-10-01,,16704.0,-538.0,,
Misc R&M,2023-11-01,,16675.0,652.0,,
Misc R&M,2023-12-01,,16670.0,-72.0,,
Multimedia AV Repairs,2022-01-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-02-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-03-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-04-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-05-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-06-01,0.0,500.0,0.0,-500.0,0.0
Multimedia AV Repairs,2022-07-01,-425.0,500.0,0.0,-925.0,-425.0
Multimedia AV Repairs,2022-08-01,-1341.0,500.0,0.0,-1841.0,-1341.0
Multimedia AV Repairs,2022-09-01,-3045.0,500.0,0.0,-3545.0,-3045.0
Multimedia AV Repairs,2022-10-01,2047.0,500.0,0.0,1547.0,2047.0
Multimedia AV Repairs,2022-11-01,3679.0,500.0,0.0,3179.0,3679.0
Multimedia AV Repairs,2022-12-01,-1763.0,500.0,0.0,-2263.0,-1763.0
Multimedia AV Repairs,2023-01-01,0.0,0.0,0.0,0.0,0.0
Multimedia AV Repairs,2023-02-01,0.0,0.0,0.0,0.0,0.0
Multimedia AV Repairs,2023-03-01,3464.99,2000.0,3464.99,1464.9899999999998,0.0
Multimedia AV Repairs,2023-04-01,0.0,0.0,0.0,0.0,0.0
Multimedia AV Repairs,2023-05-01,0.0,0.0,0.0,0.0,0.0
Multimedia AV Repairs,2023-06-01,0.0,2000.0,0.0,-2000.0,0.0
Multimedia AV Repairs,2023-07-01,,0.0,0.0,,
Multimedia AV Repairs,2023-08-01,,0.0,41.0,,
Multimedia AV Repairs,2023-09-01,,2000.0,-632.0,,
Multimedia AV Repairs,2023-10-01,,0.0,-69.0,,
Multimedia AV Repairs,2023-11-01,,0.0,-408.0,,
Multimedia AV Repairs,2023-12-01,,2000.0,-7.0,,
Other General Supplies,2022-01-01,0.0,100.0,0.0,-100.0,0.0
Other General Supplies,2022-02-01,49.04,100.0,49.04,-50.96,0.0
Other General Supplies,2022-03-01,0.0,100.0,0.0,-100.0,0.0
Other General Supplies,2022-04-01,0.0,100.0,0.0,-100.0,0.0
Other General Supplies,2022-05-01,53.42,100.0,53.42,-46.58,0.0
Other General Supplies,2022-06-01,73.19,100.0,73.19,-26.810000000000002,0.0
Other General Supplies,2022-07-01,1498.0,100.0,0.0,1398.0,1498.0
Other General Supplies,2022-08-01,370.0,100.0,0.0,270.0,370.0
Other General Supplies,2022-09-01,2337.6400000000003,100.0,370.64,2237.6400000000003,1967.0000000000005
Other General Supplies,2022-10-01,939.24,100.0,409.24,839.24,530.0
Other General Supplies,2022-11-01,-1653.51,100.0,8.49,-1753.51,-1662.0
Other General Supplies,2022-12-01,1641.0,100.0,0.0,1541.0,1641.0
Other General Supplies,2023-01-01,0.0,0.0,0.0,0.0,0.0
Other General Supplies,2023-02-01,0.0,43.86,0.0,-43.86,0.0
Other General Supplies,2023-03-01,969.27,0.0,969.27,969.27,0.0
Other General Supplies,2023-04-01,294.27,0.0,294.27,294.27,0.0
Other General Supplies,2023-05-01,-0.3,47.81,-0.3,-48.11,0.0
Other General Supplies,2023-06-01,0.0,66.0,0.0,-66.0,0.0
Other General Supplies,2023-07-01,,0.0,0.0,,
Other General Supplies,2023-08-01,,44.0,7525.0,,
Other General Supplies,2023-09-01,,0.0,8259.0,,
Other General Supplies,2023-10-01,,0.0,8274.0,,
Other General Supplies,2023-11-01,,48.0,8475.0,,
Other General Supplies,2023-12-01,,66.0,8751.0,,
Other Parking Revenue,2022-01-01,-1921.04,-2800.0,-1921.04,878.96,0.0
Other Parking Revenue,2022-02-01,-2190.36,-2800.0,-2190.36,609.6399999999999,0.0
Other Parking Revenue,2022-03-01,-2417.98,-2800.0,-2417.98,382.02,0.0
Other Parking Revenue,2022-04-01,-2585.13,-2800.0,-2585.13,214.8699999999999,0.0
Other Parking Revenue,2022-05-01,-2745.89,-2800.0,-2745.89,54.11000000000013,0.0
Other Parking Revenue,2022-06-01,-531.55,-2800.0,-531.55,2268.45,0.0
Other Parking Revenue,2022-07-01,-2417.92,-2800.0,-3342.92,382.0799999999999,925.0
Other Parking Revenue,2022-08-01,184.67999999999984,-2800.0,-2269.32,2984.68,2454.0
Other Parking Revenue,2022-09-01,-6642.1,-2800.0,-2255.1,-3842.1000000000004,-4387.0
Other Parking Revenue,2022-10-01,-2773.22,-2800.0,-2579.22,26.7800000000002,-194.0
Other Parking Revenue,2022-11-01,-6589.360000000001,-2800.0,-2634.36,-3789.3600000000006,-3955.0000000000005
Other Parking Revenue,2022-12-01,718.97,-2800.0,-2021.03,3518.9700000000003,2740.0
Other Parking Revenue,2023-01-01,-1915.86,-2800.0,-1915.86,884.1400000000001,0.0
Other Parking Revenue,2023-02-01,-2312.74,-2800.0,-2312.74,487.2600000000002,0.0
Other Parking Revenue,2023-03-01,-949.82,-2800.0,-949.82,1850.1799999999998,0.0
Other Parking Revenue,2023-04-01,-566.04,-2800.0,-566.04,2233.96,0.0
Other Parking Revenue,2023-05-01,-547.49,-2800.0,-547.49,2252.51,0.0
Other Parking Revenue,2023-06-01,-535.0,-2800.0,-535.0,2265.0,0.0
Other Parking Revenue,2023-07-01,,-2800.0,-523.0,,
Other Parking Revenue,2023-08-01,,-2800.0,879.0,,
Other Parking Revenue,2023-09-01,,-2800.0,1099.0,,
Other Parking Revenue,2023-10-01,,-2800.0,970.0,,
Other Parking Revenue,2023-11-01,,-2800.0,1268.0,,
Other Parking Revenue,2023-12-01,,-2800.0,841.0,,
Other Utilities (Not Phones),2022-01-01,143.45,150.0,143.45,-6.550000000000011,0.0
Other Utilities (Not Phones),2022-02-01,0.0,150.0,0.0,-150.0,0.0
Other Utilities (Not Phones),2022-03-01,143.45,150.0,143.45,-6.550000000000011,0.0
Other Utilities (Not Phones),2022-04-01,167.47,150.0,167.47,17.47,0.0
Other Utilities (Not Phones),2022-05-01,78.14,150.0,78.14,-71.86,0.0
Other Utilities (Not Phones),2022-06-01,109.41,150.0,109.41,-40.59,0.0
Other Utilities (Not Phones),2022-07-01,746.4099999999999,150.0,109.41,596.4099999999999,636.9999999999999
Other Utilities (Not Phones),2022-08-01,665.4099999999999,150.0,109.41,515.4099999999999,555.9999999999999
Other Utilities (Not Phones),2022-09-01,-1253.59,150.0,109.41,-1403.59,-1363.0
Other Utilities (Not Phones),2022-10-01,174.98999999999978,150.0,110.99,24.98999999999978,63.99999999999979
Other Utilities (Not Phones),2022-11-01,-1010.1100000000001,150.0,167.89,-1160.1100000000001,-1178.0
Other Utilities (Not Phones),2022-12-01,-1077.1100000000001,150.0,167.89,-1227.1100000000001,-1245.0
Other Utilities (Not Phones),2023-01-01,169.81,140.0,169.81,29.810000000000002,0.0
Other Utilities (Not Phones),2023-02-01,169.81,140.0,169.81,29.810000000000002,0.0
Other Utilities (Not Phones),2023-03-01,169.81,140.0,169.81,29.810000000000002,0.0
Other Utilities (Not Phones),2023-04-01,169.81,140.0,169.81,29.810000000000002,0.0
Other Utilities (Not Phones),2023-05-01,169.81,140.0,169.81,29.810000000000002,0.0
Other Utilities (Not Phones),2023-06-01,170.0,140.0,170.0,30.0,0.0
Other Utilities (Not Phones),2023-07-01,,140.0,170.0,,
Other Utilities (Not Phones),2023-08-01,,140.0,770.0,,
Other Utilities (Not Phones),2023-09-01,,140.0,241.0,,
Other Utilities (Not Phones),2023-10-01,,140.0,485.0,,
Other Utilities (Not Phones),2023-11-01,,140.0,505.0,,
Other Utilities (Not Phones),2023-12-01,,140.0,713.0,,
Parking Lot Maintenance,2022-01-01,457.5,2540.0,457.5,-2082.5,0.0
Parking Lot Maintenance,2022-02-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2022-03-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2022-04-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2022-05-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2022-06-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2022-07-01,-428.0,0.0,0.0,-428.0,-428.0
Parking Lot Maintenance,2022-08-01,-1270.0,0.0,0.0,-1270.0,-1270.0
Parking Lot Maintenance,2022-09-01,-3767.0,0.0,0.0,-3767.0,-3767.0
Parking Lot Maintenance,2022-10-01,3992.0,0.0,0.0,3992.0,3992.0
Parking Lot Maintenance,2022-11-01,1896.0,0.0,0.0,1896.0,1896.0
Parking Lot Maintenance,2022-12-01,545.0,0.0,0.0,545.0,545.0
Parking Lot Maintenance,2023-01-01,0.0,409.91,0.0,-409.91,0.0
Parking Lot Maintenance,2023-02-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2023-03-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2023-04-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2023-05-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2023-06-01,0.0,0.0,0.0,0.0,0.0
Parking Lot Maintenance,2023-07-01,,410.0,0.0,,
Parking Lot Maintenance,2023-08-01,,0.0,251.0,,
Parking Lot Maintenance,2023-09-01,,0.0,-498.0,,
Parking Lot Maintenance,2023-10-01,,0.0,-197.0,,
Parking Lot Maintenance,2023-11-01,,0.0,12.0,,
Parking Lot Maintenance,2023-12-01,,0.0,-649.0,,
Plumbing Work,2022-01-01,108.0,568.57,108.0,-460.57000000000005,0.0
Plumbing Work,2022-02-01,73.56,2128.13,73.56,-2054.57,0.0
Plumbing Work,2022-03-01,2075.48,1406.88,2075.48,668.5999999999999,0.0
Plumbing Work,2022-04-01,923.22,2927.85,923.22,-2004.6299999999999,0.0
Plumbing Work,2022-05-01,1000.0,3602.98,1000.0,-2602.98,0.0
Plumbing Work,2022-06-01,0.0,1438.29,0.0,-1438.29,0.0
Plumbing Work,2022-07-01,-1198.0,1126.94,-930.0,-2324.94,-268.0
Plumbing Work,2022-08-01,931.3899999999994,1778.57,2854.39,-847.1800000000005,-1923.0000000000005
Plumbing Work,2022-09-01,-1763.0,1854.29,367.0,-3617.29,-2130.0
Plumbing Work,2022-10-01,25910.68,1382.44,28767.68,24528.24,-2857.0
Plumbing Work,2022-11-01,325.0,1778.57,0.0,-1453.57,325.0
Plumbing Work,2022-12-01,2892.0,552.29,0.0,2339.71,2892.0
Plumbing Work,2023-01-01,-26605.0,231.81,-26605.0,-26836.81,0.0
Plumbing Work,2023-02-01,0.0,66.23,0.0,-66.23,0.0
Plumbing Work,2023-03-01,453.02,2305.05,453.02,-1852.0300000000002,0.0
Plumbing Work,2023-04-01,1556.56,826.28,1556.56,730.28,0.0
Plumbing Work,2023-05-01,-502.29,895.0,-502.29,-1397.29,0.0
Plumbing Work,2023-06-01,0.0,0.0,0.0,0.0,0.0
Plumbing Work,2023-07-01,,232.0,0.0,,
Plumbing Work,2023-08-01,,66.0,-120.0,,
Plumbing Work,2023-09-01,,2305.0,-166.0,,
Plumbing Work,2023-10-01,,826.0,269.0,,
Plumbing Work,2023-11-01,,895.0,-845.0,,
Plumbing Work,2023-12-01,,0.0,328.0,,
Property Insurance,2022-01-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-02-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-03-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-04-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-05-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-06-01,2211.42,2243.96,2211.42,-32.539999999999964,0.0
Property Insurance,2022-07-01,2737.42,2243.96,2211.42,493.46000000000004,526.0
Property Insurance,2022-08-01,1558.42,2243.96,2211.42,-685.54,-653.0
Property Insurance,2022-09-01,-1472.58,2243.96,2211.42,-3716.54,-3684.0
Property Insurance,2022-10-01,5370.42,2243.96,2211.42,3126.46,3159.0
Property Insurance,2022-11-01,1938.42,2243.96,2211.42,-305.53999999999996,-273.0
Property Insurance,2022-12-01,1718.49,2243.96,-1185.51,-525.47,2904.0
Property Insurance,2023-01-01,2275.32,2243.96,2275.32,31.360000000000127,0.0
Property Insurance,2023-02-01,2276.51,2243.96,2276.51,32.55000000000018,0.0
Property Insurance,2023-03-01,2276.51,2243.96,2276.51,32.55000000000018,0.0
Property Insurance,2023-04-01,2276.51,2243.96,2276.51,32.55000000000018,0.0
Property Insurance,2023-05-01,7333.33,2243.96,7333.33,5089.37,0.0
Property Insurance,2023-06-01,2350.0,2244.0,2350.0,106.0,0.0
Property Insurance,2023-07-01,,2244.0,2350.0,,
Property Insurance,2023-08-01,,2244.0,769.0,,
Property Insurance,2023-09-01,,2244.0,1358.0,,
Property Insurance,2023-10-01,,2244.0,1225.0,,
Property Insurance,2023-11-01,,2244.0,858.0,,
Property Insurance,2023-12-01,,2244.0,1337.0,,
Property Premium - Insurance,2022-01-01,421.92,568.66,421.92,-146.73999999999995,0.0
Property Premium - Insurance,2022-02-01,421.92,568.66,421.92,-146.73999999999995,0.0
Property Premium - Insurance,2022-03-01,421.92,568.66,421.92,-146.73999999999995,0.0
Property Premium - Insurance,2022-04-01,421.92,568.66,421.92,-146.73999999999995,0.0
Property Premium - Insurance,2022-05-01,421.92,568.66,421.92,-146.73999999999995,0.0
Property Premium - Insurance,2022-06-01,421.92,533.19,421.92,-111.27000000000004,0.0
Property Premium - Insurance,2022-07-01,439.9200000000001,533.19,421.92,-93.26999999999998,18.000000000000057
Property Premium - Insurance,2022-08-01,-2248.08,533.19,421.92,-2781.27,-2670.0
Property Premium - Insurance,2022-09-01,367.9200000000001,533.19,421.92,-165.26999999999998,-53.99999999999994
Property Premium - Insurance,2022-10-01,2472.92,533.19,421.92,1939.73,2051.0
Property Premium - Insurance,2022-11-01,-1963.08,533.19,421.92,-2496.27,-2385.0
Property Premium - Insurance,2022-12-01,-956.0799999999999,533.19,421.92,-1489.27,-1378.0
Property Premium - Insurance,2023-01-01,547.55,568.66,547.55,-21.110000000000014,0.0
Property Premium - Insurance,2023-02-01,547.55,568.66,547.55,-21.110000000000014,0.0
Property Premium - Insurance,2023-03-01,547.55,568.66,547.55,-21.110000000000014,0.0
Property Premium - Insurance,2023-04-01,547.55,568.66,547.55,-21.110000000000014,0.0
Property Premium - Insurance,2023-05-01,443.25,568.66,443.25,-125.40999999999997,0.0
Property Premium - Insurance,2023-06-01,443.0,533.0,443.0,-90.0,0.0
Property Premium - Insurance,2023-07-01,,533.0,443.0,,
Property Premium - Insurance,2023-08-01,,533.0,8034.0,,
Property Premium - Insurance,2023-09-01,,533.0,7452.0,,
Property Premium - Insurance,2023-10-01,,533.0,6902.0,,
Property Premium - Insurance,2023-11-01,,533.0,7798.0,,
Property Premium - Insurance,2023-12-01,,533.0,7443.0,,
Property Tax For Leased Facilities,2022-01-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-02-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-03-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-04-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-05-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-06-01,5050.0,5500.0,5050.0,-450.0,0.0
Property Tax For Leased Facilities,2022-07-01,5052.0,5500.0,5050.0,-448.0,2.0
Property Tax For Leased Facilities,2022-08-01,8977.0,5500.0,5050.0,3477.0,3927.0
Property Tax For Leased Facilities,2022-09-01,1470.0,5500.0,5050.0,-4030.0,-3580.0
Property Tax For Leased Facilities,2022-10-01,1390.0,5500.0,5050.0,-4110.0,-3660.0
Property Tax For Leased Facilities,2022-11-01,2280.0,5500.0,5050.0,-3220.0,-2770.0
Property Tax For Leased Facilities,2022-12-01,-7088.23,5500.0,-8425.23,-12588.23,1337.0
Property Tax For Leased Facilities,2023-01-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-02-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-03-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-04-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-05-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-06-01,4830.0,5050.0,4830.0,-220.0,0.0
Property Tax For Leased Facilities,2023-07-01,,5050.0,4830.0,,
Property Tax For Leased Facilities,2023-08-01,,5050.0,3139.0,,
Property Tax For Leased Facilities,2023-09-01,,5050.0,3763.0,,
Property Tax For Leased Facilities,2023-10-01,,5050.0,2833.0,,
Property Tax For Leased Facilities,2023-11-01,,5050.0,3104.0,,
Property Tax For Leased Facilities,2023-12-01,,5050.0,3089.0,,
Property Tax for Owned Real Property,2022-01-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-02-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-03-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-04-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-05-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-06-01,13590.0,13390.0,13590.0,200.0,0.0
Property Tax for Owned Real Property,2022-07-01,11593.0,13390.0,13590.0,-1797.0,-1997.0
Property Tax for Owned Real Property,2022-08-01,14123.0,13390.0,13590.0,733.0,533.0
Property Tax for Owned Real Property,2022-09-01,16588.0,13390.0,13590.0,3198.0,2998.0
Property Tax for Owned Real Property,2022-10-01,11462.0,13390.0,13590.0,-1928.0,-2128.0
Property Tax for Owned Real Property,2022-11-01,16036.0,13390.0,13590.0,2646.0,2446.0
Property Tax for Owned Real Property,2022-12-01,9360.0,13390.0,13590.0,-4030.0,-4230.0
Property Tax for Owned Real Property,2023-01-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-02-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-03-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-04-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-05-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-06-01,13590.0,13590.0,13590.0,0.0,0.0
Property Tax for Owned Real Property,2023-07-01,,13590.0,13590.0,,
Property Tax for Owned Real Property,2023-08-01,,13590.0,15043.0,,
Property Tax for Owned Real Property,2023-09-01,,13590.0,15317.0,,
Property Tax for Owned Real Property,2023-10-01,,13590.0,14559.0,,
Property Tax for Owned Real Property,2023-11-01,,13590.0,15065.0,,
Property Tax for Owned Real Property,2023-12-01,,13590.0,15436.0,,
Snow Removal,2022-01-01,0.0,500.0,0.0,-500.0,0.0
Snow Removal,2022-02-01,3248.64,500.0,3248.64,2748.64,0.0
Snow Removal,2022-03-01,1412.45,729.38,1412.45,683.07,0.0
Snow Removal,2022-04-01,0.0,0.0,0.0,0.0,0.0
Snow Removal,2022-05-01,0.0,0.0,0.0,0.0,0.0
Snow Removal,2022-06-01,0.0,0.0,0.0,0.0,0.0
Snow Removal,2022-07-01,-3257.0,0.0,0.0,-3257.0,-3257.0
Snow Removal,2022-08-01,-3052.0,0.0,0.0,-3052.0,-3052.0
Snow Removal,2022-09-01,-3138.0,0.0,0.0,-3138.0,-3138.0
Snow Removal,2022-10-01,52.0,0.0,0.0,52.0,52.0
Snow Removal,2022-11-01,1136.0,443.95,0.0,692.05,1136.0
Snow Removal,2022-12-01,-2682.82,443.95,873.18,-3126.77,-3556.0
Snow Removal,2023-01-01,2234.39,0.0,2234.39,2234.39,0.0
Snow Removal,2023-02-01,2320.0,2907.86,2320.0,-587.8600000000001,0.0
Snow Removal,2023-03-01,-658.48,1264.14,-658.48,-1922.6200000000001,0.0
Snow Removal,2023-04-01,0.0,0.0,0.0,0.0,0.0
Snow Removal,2023-05-01,-0.41,0.0,-0.41,-0.41,0.0
Snow Removal,2023-06-01,0.0,0.0,0.0,0.0,0.0
Snow Removal,2023-07-01,,0.0,0.0,,
Snow Removal,2023-08-01,,2908.0,-130.0,,
Snow Removal,2023-09-01,,1264.0,-269.0,,
Snow Removal,2023-10-01,,0.0,-172.0,,
Snow Removal,2023-11-01,,0.0,133.0,,
Snow Removal,2023-12-01,,0.0,-72.0,,
Tenant Leases,2022-01-01,-6519.33,-6519.33,-6519.33,0.0,0.0
Tenant Leases,2022-02-01,-6519.33,-6519.33,-6519.33,0.0,0.0
Tenant Leases,2022-03-01,-6519.33,-6519.33,-6519.33,0.0,0.0
Tenant Leases,2022-04-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2022-05-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2022-06-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2022-07-01,-4676.31,-6682.31,-6682.31,2006.0,2006.0
Tenant Leases,2022-08-01,-8874.310000000001,-6682.31,-6682.31,-2192.000000000001,-2192.000000000001
Tenant Leases,2022-09-01,-7147.31,-6682.31,-6682.31,-465.0,-465.0
Tenant Leases,2022-10-01,-4872.31,-6682.31,-6682.31,1810.0,1810.0
Tenant Leases,2022-11-01,-6071.31,-6682.31,-6682.31,611.0,611.0
Tenant Leases,2022-12-01,-7201.31,-6682.31,-6682.31,-519.0,-519.0
Tenant Leases,2023-01-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2023-02-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2023-03-01,-6682.31,-6682.31,-6682.31,0.0,0.0
Tenant Leases,2023-04-01,-6849.37,-6849.37,-6849.37,0.0,0.0
Tenant Leases,2023-05-01,-6849.37,-6849.37,-6849.37,0.0,0.0
Tenant Leases,2023-06-01,-6849.0,-6849.0,-6849.0,0.0,0.0
Tenant Leases,2023-07-01,,-6849.0,-6849.0,,
Tenant Leases,2023-08-01,,-6849.0,35406.0,,
Tenant Leases,2023-09-01,,-6849.0,35130.0,,
Tenant Leases,2023-10-01,,-6849.0,35959.0,,
